iter	Logloss
0	0.4595439311
1	0.3299803864
2	0.2445282947
3	0.1852347209
4	0.1441018408
5	0.1209970303
6	0.09747438767
7	0.0801745908
8	0.06613656542
9	0.05801076737
10	0.04854249379
11	0.04468405665
12	0.03852344723
13	0.03388588136
14	0.03259162698
15	0.02977175363
16	0.0276761904
17	0.02580214936
18	0.02517706441
19	0.02402115377
20	0.02283078725
21	0.02230996732
22	0.02171457749
23	0.0206225286
24	0.01962928663
25	0.01938901811
26	0.01920633284
27	0.01900693607
28	0.01871229536
29	0.01829058575
30	0.01762785433
31	0.01746746588
32	0.01741503216
33	0.01713337351
34	0.0169408326
35	0.01682945786
36	0.01613944262
37	0.01598906371
38	0.01590194256
39	0.01581051048
40	0.0155763107
41	0.01550882063
42	0.01541900626
43	0.01512520799
44	0.01508372656
45	0.0148378485
46	0.01475816747
47	0.01464650549
48	0.01461756266
49	0.01455871708
50	0.01448155873
51	0.01430993239
52	0.01428885198
53	0.0142257682
54	0.01395628277
55	0.01390467897
56	0.01388627826
57	0.01381255444
58	0.01374930265
59	0.01370596387
60	0.01365403909
61	0.01360901066
62	0.01354720399
63	0.01348412021
64	0.01344473948
65	0.01342883536
66	0.0133463621
67	0.01327337379
68	0.01325686357
69	0.01321007795
70	0.01284777335
71	0.01279118903
72	0.01277769532
73	0.0127094851
74	0.01240436045
75	0.01237105585
76	0.01235921335
77	0.01232998129
78	0.01230623245
79	0.01225350752
80	0.01205875206
81	0.01204578011
82	0.01202272049
83	0.01199162627
84	0.0119736089
85	0.01182399957
86	0.0118112909
87	0.01180160756
88	0.01178579827
89	0.0117714843
90	0.01176378865
91	0.01172033558
92	0.01171392537
93	0.01170549489
94	0.01169970217
95	0.01169419588
96	0.01166904437
97	0.01155309203
98	0.01154191574
99	0.01150211414
